timestamp; from; to; hash; value; exchange
2020-08-26 08:58:48.665276; ['3Kh5oHkg8EvAUKxEb35y81cc2ryjQPfsua']; ['bc1q58fk0zu76g9empcry79gvmef2nr74vvfy4lr2t', '3LAyCGsoqr8r851jHTF3vSLVjqPBC5DKXi']; ca391eae6e8b5f5c8d903ea091846246a395423dc8a46d36343d51c2c38bf526; 20999997231; 0
2020-08-26 08:58:48.734438; ['3QqtgghJekNnJW9cUeTgCMaPH6rfKPqdmB']; ['bc1q72kmalkeh7e2v54cw8j05knqd2qnq7cze876q6', '3AvNuy1B358ndR9W4U2t6CfDRa7vwmh7iA']; 90e1d23488ccda2f75c1823411da1584a2d2a1c935a032c3a46c266061f71622; 20999997226; 0
2020-08-26 09:03:18.731233; ['353PbqJoSbdWQWaQ8FfgDSkyiENHpiSxHT']; ['39qa5An5vbu5R3oMG9tfdtQVSCk8k6HJhs', '18SSEf5oYFNZFBf5hjPZw9D5B2BzyAj7Tz']; a1cba6ece77bead6c22c4bd3185b48141b946bc9bdd0f4fa256af41c0b732803; 10399941949; 0
2020-08-26 09:03:28.869746; ['32wKXYhyxjBsTo3bb5LCeSho6MRrDB6wXU']; ['36MUG4m49J5yjyYpSC9U6V7jVaUGN53Hsw', '3GgCUSu9bXRw97aNGB83LgbpthCse8bzqE', '3JhtGG2Hbz12EP199fE3VoKBfjBe9xrbhA', '3DTMZqk2NXLdAU35fohgzBhujNXBM1mriz', '3LxjUEqjkGTC8c5U1aaf563ijX79aQ2UTv', '3FhPekHP3xW8CG13t7vR8Rxj6EHMZ4WiWC', '36vNFqDg71WgmDdtgR9XpCHoRswJdS3iU6', '3Qf5Cfuc6mRRHTX5gMjcfLWAU1n1aUVAWC', '38b8u7tp7d6nQNVsUrtktamfkH4dFJJxzZ']; 73d08b957c388a45b9e535fcc1859cac9f7b9a3734c7c689fbf8cde1d2cf5c68; 25599958018; 0
2020-08-26 09:03:29.932527; ['3BLspA9X4M3GXMsuLe5fqhEZLNbeH4zsCw', '38AFuDb7gtnZ7nJeKtgwRYnXopkzptFaQJ', '38HXrasJovQu7AZUBRTctWzGr2xahQFwmS', '38vjQWamD44kRWDxPcr5YWHxCbdeBMkdUK', '38AFuDb7gtnZ7nJeKtgwRYnXopkzptFaQJ']; ['3PJFsW8m3FnFeqK1xUiQo9YoqJ1B8gApSh', 'bc1q6lczpcjfalflngm9qmvk9wxmc58maqmqw28mhx', '34Nqtk3BwrJxdz5u5ysShyq5YytkGPt3Tr', '18DmJXpvxxpvcPPdL3ek2HKrA5UowMfAVQ', '1FwKd13cZAwDgCdWRfy1HZEwxWEMJdZPkr', '1HmYNNDDLRwzWUXbuKCXVbDbB3NXiDx46R', '13Seeeuw7cmdFdziX9tRdERmTi1TGkcUPp', '1HHXAXDXn3rLj2JHu7fUrVRJoNMyyjpkvv', '13d3Ld5A9N5MT6Cox9ChmFYXexVBKjy798', '3GurSAH6m4pCgKwL6CM9bkLWzsBxdY2DRX', '1EG5BfzYTVt9vdQnuNfssKo5ABaykassqZ', '3GR75BsTPjBbeKPGrk27uCTGeyccQ9eJtB', '3HAq2mzmQEUdWBAchVAzL1E6VUps39a2Sm', '19bAzXbt5yZ6qfm32XAMwaMN9fmdAtYzd3', '1Hqf6TkKiHyYUfyWApLP62tJDarikUnUqi', '37MpQGZ2jAE9RmMgx4DqYJZJqCcRMumYFs']; 19c8d2d6ca6111ee48a105896a6d4bf425ae73b750248baa993f02888605fc34; 15024064763; 0
2020-08-26 09:03:32.001992; ['3GLaT6vTJDrXK4vXGYffeaboLPY967imnL', '34ZfgykvAgaRuLQu8Kr61tjEZx7qptSBJW', '3P5x38iiBsCZyDDCb92dGdtftsEWCbw521']; ['1Q5H3qd6BcPC8PHZYu8367ggxv4EbiZCHs', '36DCUD76LPwyVia896ECwf4skJK7Qwq1Km']; 62b9b352b69d04df0a294cd3a404f6942aa643bc2a4b029f8b10c4906ba01132; 10573221676; 0
2020-08-26 09:04:56.792845; ['18TV8mExNUZfsLfan9YxKzoWBwtiaKn1Xx']; ['3BoWpEY8HrJvyf9c33Affrr1hz1hmEGmY5', '1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s']; 511638bf814e927e4926b01973815858d1fbe460d47be3d52917d6b33c5c0ad4; 19999930330; 0
2020-08-26 09:05:11.441273; ['36hLicfRcYqcMsxYjS8Z9XnBDraiHjKfF8']; ['1J3M8vuogmsZdhmzaa11dR7CwtN45r722z', '3PF6h3oUpV6gcYq39CHDHEe6Xp95PYUjb1']; 5c4527f1dd53b042f85ccbb2886b5ef8dc8911ecb30700c87d72357b0478225a; 75996918754; 0
2020-08-26 09:05:12.935916; ['1CoMGSUVCw2FKEuBG95PPXLehwr19v5z5P', '1CoMGSUVCw2FKEuBG95PPXLehwr19v5z5P', '1FxFRpcBW9gBvcmM8bBfdGva9H3RUxASiB', '1JQQD6eVqsVFDpsfu77ERWZsiMkznz59F7', '1CoMGSUVCw2FKEuBG95PPXLehwr19v5z5P', '15PcDVj6nGdoG6tx3BnVENSXp3x1bqL3Jk', '1CoMGSUVCw2FKEuBG95PPXLehwr19v5z5P', '18w4VZVEYcEygbcb3ZQUkqsSouQQ1UsThZ', '1Hev54tE5yTsWQQoUzx3qZPNR2BgHPnadw', '1BXCVmChTnXkgKMBFZzdybhesDTE6mSfvS', '15PcDVj6nGdoG6tx3BnVENSXp3x1bqL3Jk']; ['3CHtK4GJu3oqf3TjeW5cDyNQDQSzeAEzv5', '1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s']; 257f939487d7d1300bd32d774943558aac535d3e7191c723cc7c96cf60d0cfd7; 10000850363; 0
2020-08-26 09:05:18.496527; ['18TV8mExNUZfsLfan9YxKzoWBwtiaKn1Xx']; ['33ZaA42g8pUKCsJi1h7vTma4MLuvjJDwxQ', '1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s']; 0986b383dc466b493e6559360911ac484bc2a910c113d017b20d2e11711d2c1f; 39999980330; 0
2020-08-26 09:07:03.909232; ['1DEi1uMTpiGrZuHhwKjTLNJf4X5MjE56fJ']; ['1Js1yytVU1SyNfpV8vPmx4hyCqcGBAtvhE', '1MuhW7Yis8HJv2qt3rWGrDe6ma6uUyZJ6D']; 40b21ada7c2a121e1458176042bf8dd640bad0fcebab38a6ddff0f18e5d9788a; 33000328806; 0
